[11dez2020 12:19:00.009] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, melebandeira, --version, 1.15.2-forge-31.2.47, --gameDir, C:\Users\Usuario\AppData\Roaming\.minecraft, --assetsDir, C:\Users\Usuario\AppData\Roaming\.minecraft\assets, --assetIndex, 1.15, --uuid, eebf49ce23c643e18b087ae26031aee3, --accessToken, ????????, --userType, mojang, --versionType, release, --launchTarget, fmlclient, --fml.forgeVersion, 31.2.47, --fml.mcVersion, 1.15.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20200515.085601]
[11dez2020 12:19:00.026] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 5.1.2+70+master.2845bb9 starting: java version 1.8.0_51 by Oracle Corporation
[11dez2020 12:19:00.405] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[11dez2020 12:19:00.447] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.2 Source=file:/C:/Users/Usuario/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.2/mixin-0.8.2.jar Service=ModLauncher Env=CLIENT
[11dez2020 12:19:22.189] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity trite
[11dez2020 12:19:22.192] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity roa
[11dez2020 12:19:22.194] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity roc
[11dez2020 12:19:22.197] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity salamander
[11dez2020 12:19:22.199] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity ventoraptor
[11dez2020 12:19:22.201] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity calpod
[11dez2020 12:19:22.214] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity remobra
[11dez2020 12:19:22.220] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity triffid
[11dez2020 12:19:22.223] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity belph
[11dez2020 12:19:22.226] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity cephignis
[11dez2020 12:19:22.228] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity maka
[11dez2020 12:19:22.232] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity feradon
[11dez2020 12:19:22.236] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity gnekk
[11dez2020 12:19:22.239] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity cockatrice
[11dez2020 12:19:22.241] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity wraamon
[11dez2020 12:19:22.244] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity conba
[11dez2020 12:19:22.246] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity ent
[11dez2020 12:19:22.252] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity tarantula
[11dez2020 12:19:22.313] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity frostweaver
[11dez2020 12:19:22.316] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity ignibus
[11dez2020 12:19:22.318] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity argus
[11dez2020 12:19:22.363] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity abaia
[11dez2020 12:19:22.368] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity spriggan
[11dez2020 12:19:22.375] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity djinn
[11dez2020 12:19:22.375] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity eechetik
[11dez2020 12:19:22.377] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity zephyr
[11dez2020 12:19:22.378] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity tremor
[11dez2020 12:19:22.378] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity geonach
[11dez2020 12:19:22.378] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity vapula
[11dez2020 12:19:22.379] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity cinder
[11dez2020 12:19:22.380] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity sylph
[11dez2020 12:19:22.385] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity pixen
[11dez2020 12:19:22.385] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity xaphan
[11dez2020 12:19:24.195] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity aegis
[11dez2020 12:19:24.196] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity wisp
[11dez2020 12:19:24.197] [modloading-worker-2/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity nymph
[11dez2020 12:19:35.115] [modloading-worker-0/INFO] [STDOUT/]: [com.robertx22.mine_and_slash.database.talent_tree.csv_parser.TalentParser:parse:27]: Registered all 675 perks to the talent tree!
[11dez2020 12:19:35.415] [modloading-worker-0/INFO] [STDOUT/]: [com.robertx22.mine_and_slash.blocks.scrabble.ScrabbleTile:loadWordList:402]: Loaded 279496 words to the dictionary.
[11dez2020 12:19:35.611] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:holy_spear
[11dez2020 12:19:35.612] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:blizzard
[11dez2020 12:19:35.613] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:frostball
[11dez2020 12:19:35.613] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:frozen_orb
[11dez2020 12:19:35.614] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:whirlpool
[11dez2020 12:19:35.614] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:tidal_wave
[11dez2020 12:19:35.615] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:ground_slam
[11dez2020 12:19:35.615] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:poison_ball
[11dez2020 12:19:35.615] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:thunderstorm
[11dez2020 12:19:35.616] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:thunder_spear
[11dez2020 12:19:35.617] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:lightning_totem
[11dez2020 12:19:35.617] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:fireball
[11dez2020 12:19:35.618] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:fire_bomb
[11dez2020 12:19:35.618] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:seeker_flame
[11dez2020 12:19:35.619] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:volcano
[11dez2020 12:19:35.619] [modloading-worker-0/WARN] [net.minecraft.entity.EntityType/]: No data fixer registered for entity mmorpg:ranger_arrow
